mz,importance,importance_std,rank
193.01192536895104,0.047084167136055094,0.0936166680559184,1
740.7308920638766,0.045847157218933454,0.11222681302015866,2
734.7474075537639,0.02695386506541703,0.07986963865492551,3
333.1635433173584,0.024758647637740657,0.0851122966798363,4
617.7078204328795,0.024441356227913262,0.08446483468162522,5
154.0206471876676,0.02181869814902271,0.06611055298150846,6
191.99276042492085,0.021567268150622324,0.06326494236275004,7
222.0745644180695,0.02062576168104062,0.07816590840882989,8
438.3347902835689,0.020357119360148074,0.07747262528395142,9
177.03404914963926,0.02017192777312027,0.056099610890605826,10
273.72321367843733,0.019850749371511652,0.07675030673868012,11
762.2648610425786,0.01984285929908988,0.06556446531488756,12
878.31815950795,0.01954739598950218,0.07184612000233409,13
184.5298429315386,0.017286167870320793,0.05626595371409176,14
336.12240928389764,0.016937117308006063,0.07082645270204915,15
157.07814201975813,0.016936907765588306,0.05883272870111574,16
158.98496675375006,0.01687943885420291,0.07162324136905755,17
728.7310467551342,0.016690620628050948,0.06889642713034158,18
280.1998425163065,0.01639480121049036,0.053935228679088405,19
553.1387897852903,0.01615914441755734,0.06726521442581786,20
572.1412845481756,0.01597059679897712,0.06732446949226399,21
160.00413169778022,0.01563080909613413,0.06683652890028204,22
234.0415334382948,0.015329104320059659,0.06378073914291833,23
136.99072973580857,0.015228867482681669,0.0509141968640295,24
313.1418836104431,0.015035069706884565,0.06341457475248946,25
155.00693584318068,0.014797062240334344,0.05445911383336583,26
361.1412648454125,0.014730816652818855,0.06440326265910609,27
704.5340984065467,0.014262895299267758,0.06364096281154415,28
374.127398809668,0.013798398488309646,0.06313377052131197,29
215.53218300316612,0.01255186696626315,0.05992112183585858,30
947.8843860101384,0.012251345627106058,0.05856528623834624,31
776.5989228360352,0.012206464470913076,0.048233536857392734,32
755.6567270506409,0.012187836871688925,0.045845683627914385,33
822.1325824322221,0.01134875017388957,0.056540660385198074,34
791.1631186491115,0.011102541097811025,0.04980275180329577,35
198.00912122355055,0.01092116446427748,0.055194123291390486,36
179.2367604802851,0.010650244427955577,0.05135824112659363,37
105.03497729718508,0.010436504683844695,0.05684747985821585,38
176.0148842056091,0.01038446443659786,0.054186482381324834,39
902.8767470302256,0.010303411140337433,0.05296862191211958,40
310.4131516635236,0.009980548868814963,0.05447343791539926,41
645.6526656724166,0.009839663283043592,0.04716326215973692,42
304.8570589041333,0.009617572639366495,0.052607468604395184,43
146.13033794356303,0.009491320076387762,0.0530575064718071,44
769.6291496704096,0.009171048254298113,0.05119460045922239,45
296.2105950241354,0.009147827313459044,0.04542845532117317,46
156.05897707572797,0.00903804280410707,0.0472050552769149,47
798.6260361424938,0.008415179909237333,0.03978491834920776,48
550.1470475302341,0.008216369771292751,0.04399885742321208,49
964.6184168653438,0.007787591809865526,0.03377244796751969,50
716.3038096956695,0.007296101641395357,0.04792837869862146,51
104.0158123531549,0.007126350236852955,0.04118347922173318,52
1157.1748387100122,0.006951360816571973,0.043368121492940725,53
928.7503860931848,0.00659629250327416,0.04061290152365704,54
264.15621371996053,0.0065775289790595826,0.02977987040140172,55
171.08344092804373,0.006475754379128824,0.04408798775137698,56
109.99929686326752,0.006253598415405823,0.04244549431849339,57
830.1872731189121,0.0062275907297140755,0.042063531463571405,58
846.1322730497068,0.006057467134010334,0.03508302296490543,59
213.4938531151058,0.005718146108104845,0.03905894264723949,60
870.2305925327428,0.004360050281030818,0.037419478843394666,61
400.461305911867,0.004185570139637224,0.03107072457500322,62
642.4307893977405,0.004141917154921276,0.032701476007766676,63
659.5922120036678,0.004048480900323569,0.03240708192121646,64
710.6162117822107,0.004040262634112049,0.03822034926545933,65
854.3184688904653,0.004024350813308057,0.02544131507331136,66
218.19516237305143,0.004023302648427373,0.023144062640997318,67
163.09450281838787,0.003674974649512502,0.02987702255158562,68
412.62553266319486,0.003656978899212097,0.032227415643246,69
367.58501739476463,0.0036403421554260153,0.035305666524657754,70
